pae_interaction_scores,total_score,complex_normalized,dG_cross,dG_cross/dSASAx100,dG_separated,dG_separated/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,delta_unsatHbonds,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,lk_ball_wtd,nres_all,nres_int,omega,p_aa_pp,packstat,per_residue_energy_int,pro_close,rama_prepro,ref,sc_value,side1_normalized,side1_score,side2_normalized,side2_score,yhh_planarity,description
8.0,-28.31,-0.371,-44.42,-3.387,-44.42,-3.387,978.882,1323.576,357.342,5.0,0.0,-388.897,185.817,-121.868,0.691,23.397,43.311,289.291,0.057,-8.955,-1.468,-6.082,-40.719,1.0,-10.1,66.0,51.0,7.804,-8.845,0.668,-0.944,0.357,-7.074,53.158,0.666,-0.805,-25.756,-1.179,-22.401,0.0,insulin_ep3__58_dldesign_0_cycle0
9.0,-28.635,-0.372,-44.42,-3.389,-44.42,-3.389,978.399,1323.153,357.224,5.0,0.0,-388.988,185.591,-121.884,0.691,23.389,43.306,289.071,0.057,-8.967,-1.482,-6.085,-40.792,0.0,-14.372,92.0,59.0,21.597,-7.876,0.538,-0.74,0.163,2.512,9.55,0.701,-0.688,-27.511,-0.851,-16.16,0.0,insulin_ep3__178_dldesign_0_cycle0
5.0,-28.67,-0.372,-44.428,-3.39,-44.428,-3.39,978.221,1322.644,357.064,5.0,0.0,-389.239,185.333,-122.028,0.691,23.383,43.301,289.049,0.057,-8.975,-1.488,-6.088,-40.824,1.0,-15.728,87.0,50.0,16.422,-7.291,0.577,-0.64,0.007,-2.307,2.453,0.698,-0.54,-16.21,-0.789,-15.776,0.0,insulin_ep3__595_dldesign_0_cycle0
4.0,-28.684,-0.372,-44.449,-3.392,-44.449,-3.392,978.213,1322.436,356.691,5.0,0.0,-389.577,185.258,-122.036,0.691,23.377,43.286,288.842,0.057,-8.991,-1.493,-6.106,-40.856,4.0,-10.137,64.0,39.0,10.505,-9.499,0.455,-0.472,0.8,-8.275,15.295,0.728,-0.373,-8.203,-0.6,-10.203,0.0,insulin_ep3__130_dldesign_0_cycle0_1
7.0,-28.719,-0.373,-44.451,-3.394,-44.451,-3.394,978.128,1322.355,356.563,5.0,0.0,-389.625,185.246,-122.066,0.691,23.374,43.286,288.841,0.057,-9.004,-1.499,-6.107,-40.863,1.0,-8.713,73.0,45.0,15.0,-8.092,0.742,-1.012,0.439,-4.11,30.534,0.679,-0.87,-23.481,-1.226,-22.075,0.0,insulin_ep3__569_dldesign_0_cycle0
9.0,-28.942,-0.373,-44.465,-3.394,-44.465,-3.394,977.802,1322.159,356.488,5.0,0.0,-389.719,185.04,-122.106,0.69,23.363,43.271,288.825,0.057,-9.011,-1.5,-6.107,-40.868,3.0,-8.82,64.0,52.0,12.461,-6.709,0.618,-0.946,0.075,-3.912,18.581,0.734,-0.873,-28.813,-1.073,-20.389,0.0,insulin_ep3__394_dldesign_0_cycle0_1
6.0,-29.048,-0.374,-44.466,-3.394,-44.466,-3.394,977.742,1322.107,356.375,5.0,0.0,-389.835,184.939,-122.13,0.689,23.36,43.266,288.81,0.057,-9.017,-1.501,-6.108,-40.873,3.0,-10.663,73.0,53.0,11.092,-7.287,0.696,-0.895,0.011,-2.247,13.916,0.69,-0.729,-23.315,-1.149,-24.12,0.0,insulin_ep3__54_dldesign_0_cycle0_1
9.0,-29.196,-0.375,-44.477,-3.395,-44.477,-3.395,977.723,1321.494,356.242,5.0,0.0,-389.91,184.832,-122.188,0.689,23.358,43.247,288.727,0.057,-9.038,-1.506,-6.109,-40.888,1.0,-10.101,70.0,51.0,11.737,-4.316,0.567,-1.004,0.204,-1.186,55.745,0.687,-1.227,-39.264,-0.63,-11.964,0.0,insulin_ep3__742_dldesign_0_cycle0
9.0,-29.238,-0.376,-44.495,-3.396,-44.495,-3.396,977.478,1321.478,356.222,5.0,0.0,-389.975,184.74,-122.313,0.689,23.342,43.244,288.669,0.056,-9.048,-1.509,-6.118,-40.927,4.0,-10.185,70.0,57.0,13.083,-8.12,0.627,-0.794,0.008,-5.056,16.761,0.685,-0.747,-26.899,-0.874,-18.359,0.0,insulin_ep3__226_dldesign_0_cycle0
9.0,-29.376,-0.379,-44.5,-3.396,-44.5,-3.396,977.471,1321.409,356.218,5.0,0.0,-390.068,184.322,-122.325,0.689,23.301,43.193,288.61,0.056,-9.05,-1.512,-6.131,-40.933,1.0,-7.014,63.0,54.0,7.214,-7.379,0.593,-1.181,0.016,-5.06,51.415,0.748,-1.499,-50.956,-0.642,-12.842,0.0,insulin_ep3__368_dldesign_0_cycle0_1
9.0,-29.487,-0.379,-44.516,-3.397,-44.516,-3.397,977.467,1321.389,356.109,5.0,0.0,-390.228,184.178,-122.361,0.688,23.294,43.185,288.598,0.056,-9.053,-1.512,-6.132,-40.943,1.0,-10.942,64.0,49.0,9.869,-6.789,0.684,-0.282,0.036,-3.067,27.063,0.715,0.197,5.524,-0.921,-19.343,0.0,insulin_ep3__101_dldesign_0_cycle0_1
6.0,-29.504,-0.381,-44.547,-3.397,-44.547,-3.397,977.346,1321.311,355.805,5.0,0.0,-390.562,183.942,-122.367,0.688,23.293,43.176,288.49,0.056,-9.056,-1.522,-6.138,-40.97,3.0,-13.367,75.0,49.0,9.652,-8.839,0.634,-1.12,0.075,-0.711,40.916,0.726,-1.221,-34.188,-0.985,-20.678,0.0,insulin_ep3__500_dldesign_0_cycle0_1
7.0,-29.51,-0.385,-44.551,-3.397,-44.551,-3.397,976.959,1321.308,355.27,5.0,0.0,-390.75,183.789,-122.4,0.688,23.286,43.156,288.29,0.056,-9.059,-1.523,-6.149,-41.023,5.0,-12.378,86.0,56.0,18.7,-11.447,0.666,-0.526,0.016,-7.345,53.548,0.77,-0.479,-17.247,-0.609,-12.186,0.0,insulin_ep3__736_dldesign_0_cycle0
10.0,-29.673,-0.385,-44.552,-3.398,-44.552,-3.398,976.959,1321.242,354.943,5.0,0.0,-390.88,183.718,-122.404,0.687,23.285,43.128,288.168,0.056,-9.064,-1.524,-6.158,-41.063,3.0,-11.609,89.0,53.0,13.479,-9.207,0.592,-1.196,0.265,-5.81,37.376,0.65,-1.271,-40.683,-1.08,-22.69,0.0,insulin_ep3__252_dldesign_0_cycle0
9.0,-29.868,-0.386,-44.559,-3.398,-44.559,-3.398,976.721,1320.566,354.932,5.0,0.0,-391.026,183.645,-122.469,0.686,23.283,43.058,288.122,0.056,-9.068,-1.532,-6.17,-41.074,3.0,-9.774,70.0,55.0,8.931,-9.332,0.655,-0.34,0.0,1.91,28.192,0.739,-0.106,-3.71,-0.748,-14.966,0.0,insulin_ep3__235_dldesign_0_cycle0_1
10.0,-29.977,-0.387,-44.561,-3.399,-44.561,-3.399,976.702,1319.531,354.563,5.0,0.0,-391.083,183.544,-122.539,0.685,23.279,43.045,288.026,0.056,-9.069,-1.532,-6.184,-41.101,3.0,-8.282,80.0,54.0,16.996,-9.353,0.617,-0.67,0.0,-5.785,70.241,0.7,-0.75,-24.756,-0.544,-11.417,0.0,insulin_ep3__637_dldesign_0_cycle0
6.0,-30.22,-0.388,-44.575,-3.402,-44.575,-3.402,976.158,1319.522,354.431,5.0,0.0,-391.471,183.508,-122.646,0.685,23.255,42.998,287.952,0.056,-9.08,-1.537,-6.205,-41.108,2.0,-10.968,95.0,51.0,18.429,-9.942,0.698,-0.879,0.013,2.956,50.853,0.745,-0.758,-23.511,-1.065,-21.294,0.0,insulin_ep3__11_dldesign_0_cycle0
7.0,-30.419,-0.389,-44.587,-3.402,-44.587,-3.402,975.855,1319.426,354.424,5.0,0.0,-391.648,183.463,-122.667,0.684,23.222,42.997,287.903,0.056,-9.122,-1.538,-6.208,-41.129,3.0,-9.245,61.0,51.0,6.333,-6.245,0.618,-0.54,0.182,-5.572,26.459,0.76,-0.388,-11.631,-0.758,-15.918,0.0,insulin_ep3__619_dldesign_0_cycle0_1
6.0,-30.426,-0.394,-44.587,-3.402,-44.587,-3.402,975.648,1319.394,354.22,5.0,0.0,-391.9,183.264,-122.722,0.684,23.172,42.964,287.74,0.056,-9.127,-1.543,-6.225,-41.158,4.0,-9.709,85.0,57.0,10.027,-8.306,0.488,0.206,0.0,-1.458,7.263,0.738,0.767,28.361,-0.83,-16.603,0.0,insulin_ep3__218_dldesign_0_cycle0_1
4.0,-30.55,-0.394,-44.6,-3.403,-44.6,-3.403,975.586,1319.371,354.08,5.0,0.0,-391.908,183.198,-122.905,0.684,23.139,42.954,287.322,0.056,-9.134,-1.545,-6.226,-41.188,3.0,-17.705,86.0,55.0,13.896,-7.153,0.614,-1.245,0.083,4.528,15.389,0.689,-1.189,-41.609,-1.343,-26.85,0.0,insulin_ep3__907_dldesign_0_cycle0
6.0,-30.609,-0.395,-44.608,-3.404,-44.608,-3.404,975.404,1319.169,353.712,5.0,0.0,-392.019,183.108,-123.042,0.684,23.138,42.932,287.243,0.056,-9.141,-1.546,-6.234,-41.189,1.0,-11.339,87.0,55.0,16.924,-8.896,0.595,-0.684,0.061,-11.858,64.278,0.751,-0.373,-12.698,-1.185,-24.895,0.0,insulin_ep3__85_dldesign_0_cycle0_1
10.0,-30.699,-0.4,-44.635,-3.404,-44.635,-3.404,975.009,1319.119,353.704,5.0,0.0,-392.085,182.851,-123.052,0.684,23.132,42.931,287.206,0.056,-9.142,-1.546,-6.246,-41.223,3.0,-10.44,77.0,51.0,14.873,-9.957,0.643,-1.065,0.265,-12.176,59.568,0.648,-1.229,-36.872,-0.83,-17.433,0.0,insulin_ep3__872_dldesign_0_cycle0
5.0,-30.706,-0.4,-44.652,-3.404,-44.652,-3.404,974.925,1319.065,353.564,5.0,0.0,-392.131,182.824,-123.056,0.682,23.121,42.891,287.01,0.056,-9.155,-1.549,-6.261,-41.228,2.0,-9.908,88.0,56.0,24.709,-12.115,0.689,-0.816,0.041,-9.762,16.598,0.766,-0.637,-22.298,-1.114,-23.391,0.0,insulin_ep3__873_dldesign_0_cycle0_1
5.0,-30.816,-0.401,-44.656,-3.405,-44.656,-3.405,974.889,1318.975,353.211,5.0,0.0,-392.355,182.773,-123.086,0.681,23.105,42.808,286.638,0.055,-9.167,-1.568,-6.261,-41.242,2.0,-8.845,74.0,54.0,14.618,-5.888,0.606,-1.053,0.024,-9.441,29.7,0.765,-1.2,-39.607,-0.823,-17.281,0.0,insulin_ep3__973_dldesign_0_cycle0
7.0,-30.846,-0.402,-44.666,-3.405,-44.666,-3.405,974.486,1318.771,353.208,5.0,0.0,-392.634,182.454,-123.1,0.681,23.084,42.804,286.364,0.055,-9.174,-1.573,-6.263,-41.248,1.0,-10.39,84.0,50.0,14.001,-10.467,0.495,-0.613,0.38,-4.904,35.025,0.639,-0.461,-13.823,-0.84,-16.803,0.0,insulin_ep3__345_dldesign_0_cycle0_1
4.0,-30.871,-0.402,-44.704,-3.405,-44.704,-3.405,973.742,1318.661,353.079,5.0,0.0,-392.829,182.305,-123.227,0.681,23.082,42.778,286.336,0.055,-9.176,-1.576,-6.264,-41.254,1.0,-11.535,85.0,55.0,14.695,-9.414,0.619,-0.426,0.064,-0.55,27.96,0.657,-0.044,-1.489,-1.044,-21.931,0.0,insulin_ep3__44_dldesign_0_cycle0
5.0,-30.965,-0.402,-44.714,-3.406,-44.714,-3.406,973.733,1318.323,353.046,5.0,0.0,-392.972,182.262,-123.305,0.68,23.07,42.736,286.25,0.055,-9.19,-1.581,-6.284,-41.267,1.0,-9.246,67.0,52.0,11.029,-5.971,0.654,-1.004,0.079,-2.718,42.957,0.751,-0.936,-30.881,-1.122,-21.327,0.0,insulin_ep3__198_dldesign_0_cycle0
15.0,-31.018,-0.404,-44.719,-3.408,-44.719,-3.408,973.459,1318.225,352.865,5.0,0.0,-393.1,182.218,-123.472,0.68,23.07,42.712,286.183,0.055,-9.196,-1.583,-6.284,-41.273,3.0,-18.77,106.0,57.0,20.519,-12.818,0.621,-1.027,0.477,28.732,57.069,0.686,-0.537,-15.582,-1.533,-42.938,0.0,insulin_ep1__51_dldesign_0_cycle0_1
7.0,-31.043,-0.406,-44.728,-3.409,-44.728,-3.409,973.299,1318.04,352.527,5.0,0.0,-393.501,182.196,-123.745,0.68,23.065,42.643,285.835,0.055,-9.205,-1.583,-6.289,-41.298,1.0,-9.812,67.0,51.0,12.805,-8.499,0.575,-1.111,0.02,-8.698,25.988,0.749,-1.246,-37.383,-0.919,-19.295,0.0,insulin_ep3__501_dldesign_0_cycle0
4.0,-31.094,-0.408,-44.752,-3.409,-44.752,-3.409,973.157,1318.005,352.186,5.0,0.0,-393.57,182.034,-123.895,0.679,23.059,42.634,285.703,0.055,-9.207,-1.584,-6.305,-41.324,1.0,-12.116,71.0,49.0,11.666,-3.878,0.556,-0.776,0.245,-3.24,2.239,0.691,-0.482,-13.495,-1.167,-24.514,0.0,insulin_ep3__853_dldesign_0_cycle0
5.0,-31.148,-0.408,-44.757,-3.41,-44.757,-3.41,972.545,1317.606,351.819,5.0,0.0,-393.626,181.94,-123.993,0.678,23.059,42.633,285.647,0.055,-9.209,-1.597,-6.34,-41.329,2.0,-13.159,66.0,49.0,11.061,-5.195,0.6,6.671,0.099,9.266,14.428,0.695,11.707,339.51,-0.633,-12.654,0.0,insulin_ep3__164_dldesign_0_cycle0
6.0,-31.151,-0.411,-44.761,-3.413,-44.761,-3.413,972.296,1316.759,351.707,5.0,0.0,-393.72,181.934,-124.046,0.677,23.049,42.629,285.557,0.055,-9.217,-1.599,-6.341,-41.347,2.0,-6.116,65.0,56.0,10.385,-6.327,0.685,-0.806,0.013,-1.829,34.43,0.75,-0.898,-31.444,-0.653,-13.708,0.0,insulin_ep3__952_dldesign_0_cycle0
5.0,-31.176,-0.411,-44.767,-3.414,-44.767,-3.414,972.131,1316.695,351.091,5.0,0.0,-393.734,181.921,-124.212,0.677,23.032,42.556,285.414,0.054,-9.222,-1.601,-6.349,-41.486,1.0,-12.276,80.0,62.0,16.628,-9.941,0.587,-0.514,0.192,-9.288,11.721,0.654,-0.328,-13.454,-0.877,-18.414,0.0,insulin_ep3__589_dldesign_0_cycle0
8.0,-31.227,-0.413,-44.794,-3.414,-44.794,-3.414,972.013,1316.619,350.721,5.0,0.0,-393.792,181.745,-124.32,0.677,23.026,42.544,285.386,0.054,-9.229,-1.602,-6.351,-41.497,3.0,-8.451,91.0,44.0,16.168,-9.661,0.623,-0.694,2.418,3.75,-17.364,0.744,-0.398,-10.335,-1.123,-20.212,0.0,insulin_ep3__30_dldesign_0_cycle0
6.0,-31.446,-0.413,-44.795,-3.415,-44.795,-3.415,971.974,1316.473,350.57,5.0,0.0,-393.804,181.691,-124.337,0.677,23.013,42.54,285.326,0.054,-9.229,-1.603,-6.352,-41.54,0.0,-9.572,63.0,48.0,9.087,-5.192,0.437,1.025,0.0,3.055,14.12,0.534,2.123,57.309,-0.387,-8.124,0.0,insulin_ep3__488_dldesign_0_cycle0
4.0,-31.482,-0.413,-44.798,-3.416,-44.798,-3.416,971.093,1315.778,350.52,5.0,0.0,-394.044,181.575,-124.464,0.676,22.988,42.519,285.136,0.054,-9.232,-1.61,-6.368,-41.558,3.0,-10.537,64.0,54.0,8.279,-5.91,0.601,-0.915,0.119,-6.309,23.039,0.815,-0.704,-23.22,-1.247,-26.184,0.0,insulin_ep3__762_dldesign_0_cycle0_1
10.0,-31.586,-0.413,-44.809,-3.416,-44.809,-3.416,969.419,1315.459,350.496,5.0,0.0,-394.296,181.517,-124.504,0.675,22.957,42.477,284.845,0.054,-9.236,-1.616,-6.368,-41.573,3.0,-8.391,84.0,51.0,11.796,-10.827,0.605,-1.242,0.0,-10.885,73.918,0.635,-1.38,-42.789,-1.028,-20.563,0.0,insulin_ep3__474_dldesign_0_cycle0
7.0,-31.599,-0.413,-44.814,-3.416,-44.814,-3.416,969.377,1315.261,350.358,5.0,0.0,-394.402,181.434,-124.658,0.675,22.948,42.465,284.672,0.054,-9.239,-1.62,-6.371,-41.587,2.0,-8.861,82.0,60.0,14.282,-8.526,0.637,-0.976,0.339,-6.617,32.79,0.738,-0.855,-34.201,-1.217,-24.339,0.0,insulin_ep3__855_dldesign_0_cycle0_1
6.0,-31.62,-0.414,-44.845,-3.416,-44.845,-3.416,969.164,1314.9,350.306,5.0,0.0,-394.819,181.321,-124.683,0.674,22.927,42.436,284.628,0.054,-9.258,-1.621,-6.388,-41.589,1.0,-14.415,78.0,53.0,17.036,-8.462,0.53,-0.632,0.097,1.801,0.107,0.671,-0.45,-14.386,-0.909,-19.096,0.0,insulin_ep3__884_dldesign_0_cycle0_1
7.0,-31.62,-0.417,-44.849,-3.417,-44.849,-3.417,968.37,1314.31,350.111,5.0,0.0,-394.833,180.652,-124.882,0.674,22.924,42.419,284.564,0.054,-9.258,-1.623,-6.389,-41.645,4.0,-10.361,72.0,51.0,8.75,-4.797,0.613,-0.739,0.083,6.474,31.009,0.716,-0.521,-17.178,-1.138,-20.488,0.0,insulin_ep3__372_dldesign_0_cycle0
5.0,-31.701,-0.417,-44.855,-3.419,-44.855,-3.419,968.351,1313.9,349.607,5.0,0.0,-394.947,180.53,-124.884,0.673,22.903,42.411,284.558,0.054,-9.262,-1.623,-6.396,-41.676,2.0,-10.774,78.0,55.0,13.245,-7.66,0.588,-0.961,0.003,-7.813,-12.053,0.708,-1.053,-35.795,-0.813,-17.072,0.0,insulin_ep3__878_dldesign_0_cycle0_1
4.0,-31.725,-0.42,-44.863,-3.421,-44.863,-3.421,968.241,1313.41,349.546,5.0,0.0,-395.366,180.518,-124.941,0.672,22.901,42.398,284.487,0.054,-9.266,-1.627,-6.399,-41.724,3.0,-8.563,62.0,55.0,10.958,-7.301,0.704,-1.283,0.037,-4.877,21.507,0.724,-1.488,-50.578,-0.952,-20.002,0.0,insulin_ep3__72_dldesign_0_cycle0_1
4.0,-31.782,-0.42,-44.87,-3.421,-44.87,-3.421,967.941,1313.357,349.473,5.0,0.0,-395.403,179.821,-124.979,0.672,22.901,42.304,284.307,0.054,-9.273,-1.632,-6.401,-41.745,3.0,-13.023,86.0,59.0,18.817,-10.893,0.61,-1.388,0.11,3.049,18.661,0.689,-1.41,-53.578,-1.349,-28.321,0.0,insulin_ep3__207_dldesign_0_cycle0
6.0,-31.806,-0.422,-44.871,-3.422,-44.871,-3.422,967.853,1313.342,349.365,5.0,0.0,-395.419,179.585,-125.054,0.671,22.894,42.268,284.077,0.054,-9.284,-1.638,-6.427,-41.756,1.0,-9.737,63.0,53.0,9.411,-5.573,0.599,-0.208,0.048,0.27,12.116,0.754,0.534,17.609,-1.433,-28.652,0.0,insulin_ep3__213_dldesign_0_cycle0_1
6.0,-31.806,-0.424,-44.891,-3.422,-44.891,-3.422,967.509,1313.342,349.117,5.0,0.0,-395.455,179.335,-125.097,0.67,22.881,42.247,284.001,0.054,-9.287,-1.645,-6.443,-41.767,2.0,-11.241,91.0,55.0,18.985,-8.65,0.666,-1.252,0.016,1.881,42.293,0.798,-1.151,-40.3,-1.428,-28.558,0.0,insulin_ep3__925_dldesign_0_cycle0_1
4.0,-31.865,-0.427,-44.936,-3.422,-44.936,-3.422,967.376,1313.042,349.105,5.0,0.0,-396.242,179.266,-125.165,0.67,22.857,42.232,283.99,0.054,-9.292,-1.645,-6.455,-41.775,3.0,-12.035,69.0,48.0,12.437,-5.351,0.679,-0.939,0.133,0.404,15.251,0.741,-0.709,-20.574,-1.288,-24.48,0.0,insulin_ep3__849_dldesign_0_cycle0_1
10.0,-31.955,-0.427,-44.957,-3.423,-44.957,-3.423,967.241,1312.914,348.845,5.0,0.0,-396.623,179.217,-125.396,0.669,22.844,42.226,283.971,0.054,-9.292,-1.649,-6.459,-41.777,3.0,-7.751,86.0,50.0,14.843,-8.681,0.611,-0.524,0.0,-6.947,15.396,0.671,-0.654,-20.274,-0.311,-5.915,0.0,insulin_ep3__782_dldesign_0_cycle0_1
5.0,-32.436,-0.428,-44.963,-3.424,-44.963,-3.424,966.671,1312.71,348.796,5.0,0.0,-396.657,178.86,-125.432,0.669,22.832,42.154,283.798,0.053,-9.297,-1.652,-6.486,-41.793,2.0,-10.564,91.0,58.0,22.326,-10.999,0.617,-0.839,0.371,-10.553,51.564,0.674,-0.957,-35.403,-0.631,-13.26,0.0,insulin_ep3__548_dldesign_0_cycle0
7.0,-32.446,-0.428,-44.973,-3.424,-44.973,-3.424,966.53,1312.669,348.673,5.0,0.0,-397.007,178.648,-125.521,0.669,22.831,42.134,283.745,0.053,-9.309,-1.658,-6.493,-41.798,0.0,-8.822,70.0,46.0,13.239,-6.543,0.6,-0.132,0.017,-1.84,30.704,0.728,0.048,1.196,-0.346,-7.257,0.0,insulin_ep3__383_dldesign_0_cycle0_1
4.0,-32.508,-0.429,-44.977,-3.425,-44.977,-3.425,966.517,1312.35,348.586,5.0,0.0,-397.099,178.558,-125.637,0.669,22.828,42.062,283.627,0.053,-9.328,-1.661,-6.497,-41.838,3.0,-8.079,63.0,47.0,10.354,-8.322,0.438,-0.731,0.074,-4.773,40.552,0.582,-0.977,-26.384,-0.398,-7.965,0.0,insulin_ep3__623_dldesign_0_cycle0_1
6.0,-32.521,-0.432,-44.985,-3.426,-44.985,-3.426,966.501,1312.297,348.368,5.0,0.0,-397.209,178.514,-125.67,0.669,22.793,42.039,283.609,0.053,-9.329,-1.661,-6.52,-41.848,3.0,-9.307,62.0,52.0,12.053,-7.385,0.611,-0.82,0.054,-5.879,41.147,0.67,-0.971,-30.094,-0.596,-12.526,0.0,insulin_ep3__914_dldesign_0_cycle0_1
5.0,-32.532,-0.432,-44.991,-3.426,-44.991,-3.426,966.457,1312.235,348.021,5.0,0.0,-397.289,178.437,-125.681,0.668,22.786,42.005,283.443,0.053,-9.337,-1.665,-6.522,-41.87,2.0,-9.133,71.0,53.0,13.297,-5.504,0.586,-0.528,0.022,-5.378,14.059,0.711,-0.55,-18.138,-0.491,-9.827,0.0,insulin_ep3__892_dldesign_0_cycle0
5.0,-32.554,-0.433,-45.015,-3.428,-45.015,-3.428,965.807,1312.202,347.742,5.0,0.0,-397.442,178.381,-125.812,0.668,22.768,42.003,283.388,0.053,-9.346,-1.667,-6.534,-41.885,1.0,-7.181,70.0,51.0,11.114,-8.516,0.723,-1.149,0.047,-8.649,44.308,0.778,-1.121,-34.764,-1.191,-23.815,0.0,insulin_ep3__222_dldesign_0_cycle0_1
7.0,-32.616,-0.434,-45.031,-3.428,-45.031,-3.428,965.801,1311.957,347.314,5.0,0.0,-397.543,178.244,-125.858,0.667,22.761,41.972,283.366,0.053,-9.347,-1.667,-6.566,-41.917,5.0,-12.505,91.0,46.0,19.338,-9.292,0.507,3.428,0.169,12.411,28.531,0.637,6.702,180.965,-1.226,-23.293,0.0,insulin_ep3__116_dldesign_0_cycle0_1
9.0,-32.619,-0.435,-45.042,-3.429,-45.042,-3.429,965.591,1311.924,347.302,5.0,0.0,-397.727,178.234,-125.873,0.667,22.757,41.893,283.312,0.053,-9.348,-1.667,-6.577,-41.952,1.0,-13.082,84.0,50.0,16.321,-7.747,0.574,-0.717,0.653,-2.05,29.305,0.693,-0.773,-23.186,-0.633,-12.653,0.0,insulin_ep3__939_dldesign_0_cycle0_1
5.0,-32.771,-0.436,-45.06,-3.43,-45.06,-3.43,965.477,1311.401,347.222,5.0,0.0,-397.759,178.083,-125.901,0.667,22.755,41.864,282.934,0.053,-9.35,-1.67,-6.579,-41.955,2.0,-9.526,70.0,52.0,14.444,-7.727,0.671,-1.396,0.364,-3.796,24.462,0.703,-1.56,-51.486,-1.111,-21.106,0.0,insulin_ep3__753_dldesign_0_cycle0_1
6.0,-32.777,-0.439,-45.066,-3.431,-45.066,-3.431,965.461,1311.231,347.219,5.0,0.0,-397.963,178.04,-125.987,0.666,22.729,41.835,282.881,0.053,-9.373,-1.683,-6.59,-41.96,4.0,-6.608,63.0,53.0,8.753,-5.968,0.654,-0.903,0.318,-3.085,39.459,0.715,-1.063,-35.083,-0.638,-12.754,0.0,insulin_ep3__352_dldesign_0_cycle0_1
6.0,-32.803,-0.44,-45.072,-3.432,-45.072,-3.432,965.168,1310.659,347.109,5.0,0.0,-398.039,177.873,-126.142,0.666,22.728,41.833,282.872,0.053,-9.38,-1.686,-6.607,-41.97,1.0,-7.485,62.0,56.0,8.854,-4.136,0.676,-0.469,0.0,-4.636,24.811,0.719,-0.254,-8.88,-0.829,-17.408,0.0,insulin_ep3__467_dldesign_0_cycle0_1
6.0,-32.812,-0.443,-45.08,-3.433,-45.08,-3.433,964.848,1310.652,346.801,5.0,0.0,-398.04,177.848,-126.311,0.666,22.722,41.811,282.632,0.053,-9.383,-1.687,-6.612,-41.986,0.0,-13.211,76.0,53.0,10.577,-5.677,0.585,-0.533,0.009,5.494,5.45,0.698,-0.296,-9.461,-0.895,-18.796,0.0,insulin_ep3__240_dldesign_0_cycle0
6.0,-32.82,-0.447,-45.098,-3.434,-45.098,-3.434,964.816,1310.242,346.758,5.0,0.0,-398.29,177.722,-126.312,0.665,22.703,41.806,282.6,0.053,-9.384,-1.688,-6.614,-41.987,1.0,-9.384,65.0,48.0,9.986,-6.09,0.567,-1.223,0.093,-0.819,36.981,0.758,-1.335,-36.052,-1.079,-22.656,0.0,insulin_ep3__341_dldesign_0_cycle0
6.0,-32.866,-0.447,-45.105,-3.435,-45.105,-3.435,964.719,1309.963,346.344,5.0,0.0,-398.345,177.618,-126.329,0.665,22.699,41.792,282.507,0.053,-9.398,-1.694,-6.618,-41.999,1.0,-16.471,77.0,55.0,10.689,-9.167,0.541,-0.501,0.104,-2.342,-15.191,0.581,-0.411,-14.398,-0.658,-13.156,0.0,insulin_ep3__651_dldesign_0_cycle0
6.0,-33.322,-0.447,-45.106,-3.436,-45.106,-3.436,964.703,1309.296,346.279,5.0,0.0,-398.649,177.587,-126.352,0.665,22.699,41.772,282.24,0.052,-9.401,-1.695,-6.625,-42.012,2.0,-10.977,64.0,47.0,10.189,-6.197,0.592,-0.414,0.111,1.93,13.236,0.598,-0.194,-5.632,-0.767,-13.805,0.0,insulin_ep3__592_dldesign_0_cycle0_1
4.0,-33.365,-0.449,-45.118,-3.436,-45.118,-3.436,964.085,1309.252,345.91,4.0,0.0,-399.143,177.488,-126.663,0.665,22.681,41.768,281.979,0.052,-9.409,-1.701,-6.64,-42.021,2.0,-8.454,61.0,49.0,13.088,-7.736,0.657,-1.436,0.0,-5.136,40.117,0.716,-1.528,-47.367,-1.278,-23.002,0.0,insulin_ep3__532_dldesign_0_cycle0
7.0,-33.378,-0.449,-45.121,-3.436,-45.121,-3.436,964.084,1309.229,345.835,4.0,0.0,-399.201,177.41,-126.707,0.665,22.679,41.757,281.857,0.052,-9.413,-1.701,-6.65,-42.064,2.0,-10.332,72.0,51.0,14.265,-9.845,0.546,-0.841,0.0,-5.98,14.74,0.628,-0.849,-26.32,-0.827,-16.549,0.0,insulin_ep3__860_dldesign_0_cycle0
8.0,-33.416,-0.45,-45.135,-3.437,-45.135,-3.437,963.849,1309.025,345.618,4.0,0.0,-399.333,177.298,-126.788,0.665,22.647,41.754,281.759,0.052,-9.427,-1.703,-6.657,-42.066,2.0,-16.369,98.0,57.0,19.471,-8.367,0.558,-1.024,0.604,-1.544,62.3,0.685,-1.045,-38.65,-0.987,-19.735,0.0,insulin_ep3__677_dldesign_0_cycle0_1
